"USAF","WBAN","STATION_NAME","CTRY","ST","CALL,,"LAT","LNG","ELEV(M)","BEGIN","END"
"994730","99999","GALVESTON PLEASURE PIER; GULF","US","TX","    ","+29,290","-094,790","+0000.0","20040608","20041214"
"994740","99999","HOM - HOMOSASSA  FL          ","US","  ","    ","+28,770","-082,710","+0000.0","20040608","20081231"
"994750","99999","NEW LONDON LEDGE - LEDGE LIGH","US","CT","    ","+41,310","-072,080","+0020.0","20040608","20210605"
"994760","99999","WESTERN LAKE PONCHARTRAIN  LA","US","LA","    ","+30,310","-090,280","+0000.0","20040608","20081228"
"994770","99999","LAKE ST CLAIR  MI            ","US","MI","    ","+42,470","-082,760","+0178.5","20040608","20081231"
"994780","99999","LUMCON MARINE CENTER  LA     ","US","LA","    ","+29,250","-090,660","+0000.0","20040608","20210605"
"994790","99999","MATAGORDA BAY; PORT O'CONNOR ","US","TX","    ","+28,450","-096,400","+0009.0","20040608","20210605"
"994800","99999","RINCON DEL SAN JOSE; POTRERO ","US","TX","    ","+26,800","-097,470","+0000.0","20040608","20210605"
"994810","99999","100: RTNS OFFSHORE  TX       ","US","  ","    ","+27,760","-096,980","+0000.0","20040729","20041231"
"994820","99999","TYNDALL AFB TOWER C (N4)  FL ","US","  ","    ","+29,410","-084,860","+0000.0","20040608","20210605"
"994830","99999","U.S. NAVY TOWER R2           ","US","GA","    ","+31,380","-080,570","+0050.0","20040608","20081221"
"994840","99999","TAMBOUR BAY  LA              ","US","  ","    ","+29,190","-090,670","+0000.0","20040608","20080819"
"994850","99999","TERREBONNE BAY  LA           ","US","  ","    ","+29,170","-090,580","+0000.0","20080606","20080830"
"994860","99999","U.S. NAVY TOWER R8           ","US","GA","    ","+31,633","-079,917","+0034.0","20040608","20080415"
"994870","99999","EGK - EGMONT KEY  FL         ","US","  ","    ","+27,600","-082,760","+0000.0","20040803","20131231"
"994880","99999","ANM - ANNA MARIA  FL         ","US","  ","    ","+27,540","-082,740","+0000.0","20040803","20130430"
"994890","99999","BRIDGEPORT TERMINAL          ","US","CT","    ","+41,183","-073,183","+0016.0","20040803","20081231"
"994900","99999","NORTH MIDDLE SOUND           ","US","CT","    ","+41,070","-073,130","+0016.0","20040803","20081231"
"994910","99999","FAYERWEATHER ISLAND          ","US","CT","    ","+41,150","-073,170","+0016.0","20040803","20081231"
"994920","99999","NORTH CENTRAL SOUND          ","US","CT","    ","+41,100","-073,150","+0016.0","20040803","20081231"
"994930","99999","SOUTH MIDDLE SOUND           ","US","NY","    ","+41,050","-073,120","+0016.0","20040803","20081231"
"994940","99999","OLD FIELD ISLAND  NY         ","US","  ","    ","+40,970","-073,080","+0000.0","20040803","20081231"
"994950","99999","NORTHERN OPEN SOUND  CT      ","US","CT","    ","+41,120","-073,160","+0016.0","20040803","20081231"
"994951","99999","SEBASTIAN INLET STATE PARK   ","US","FL","    ","+27,862","-080,445","+0010.0","20130401","20210425"
"994960","99999","PORT JEFFERSON  NY           ","US","  ","    ","+40,950","-073,070","+0000.0","20040803","20081230"
"994970","99999","SOUTH CENTRAL SOUND  NY      ","US","  ","    ","+41,020","-073,110","+0000.0","20040803","20081231"
"994971","99999","BOSTON                       ","US","MA","    ","+42,350","-071,050","+0000.0","20080101","20210605"
"994972","99999","ALGOMA CITY MARINA           ","US","WI","    ","+44,600","-087,430","+0185.0","20080101","20170529"
"994973","99999","N PIER  DEATHS DOOR          ","US","WI","    ","+45,280","-086,980","+0188.0","20080207","20210605"
"994974","99999","YACHT WORKS SISTER           ","US","WI","    ","+45,200","-087,120","+0181.0","20080101","20170530"
"994975","99999","BEAUFORT  NC                 ","US","NC","    ","+34,200","-076,670","+0010.0","20080101","20210605"
"994976","99999","GB ENTRANCE LIGHT            ","US","WI","    ","+44,650","-087,900","+0201.0","20080101","20081231"
"994977","99999","GRAND ISLE                   ","US","LA","    ","+29,270","-089,950","+0010.0","20080111","20210605"
"994979","99999","GRAVELLY SHOALS              ","US","MI","    ","+44,020","-083,530","+0204.0","20080101","20210605"
"994980","99999","CAPE ELIZABETH- 45NM WEST OF ","US","  ","    ","+47,340","-124,750","+0000.0","20040907","20081231"
"994990","99999","DATA BUOY 62145              ","UK","  ","    ","+53,100","+002,800","+0030.0","20020409","20081231"
"995000","99999","MOBILE SOUTH 64 NM SOUTH OF D","US","  ","    ","+29,180","-088,210","+0000.0","20020409","20081231"
"995010","99999","PLATFORM NO. 62126           ","UK","  ","    ","+53,800","-003,600","+0000.0","19880612","20081231"
"995020","99999","PLATFORM NO. 62101           ","UK","  ","    ","+50,600","-002,933","+0000.0","19880915","20041209"
"995030","99999","PLATFORM NO. 63111           ","UK","  ","    ","+59,500","+001,500","+0000.0","19880812","20041219"
"995040","99999","PLATFORM NO. 62137           ","UK","  ","    ","+57,600","+001,800","+0000.0","19890311","20081228"
"995050","99999","PLATFORM NO. 62138           ","UK","  ","    ","+58,400","-000,100","+0000.0","19890814","19960310"
"995060","99999","PLATFORM NO. 62116           ","US","  ","    ","+57,700","+001,400","+0000.0","19890510","20081231"
"995070","99999","PLATFORM NO. 62115           ","US","  ","    ","+58,050","-003,050","+0000.0","19890504","20041011"
"995080","99999","PLATFORM NO. 63137           ","UK","  ","    ","+57,800","+001,800","+0000.0","19940409","20020513"
"995090","99999","PLATFORM NO. 62142           ","UK","  ","    ","+56,800","+001,700","+0000.0","19910830","19980408"
"995100","99999","PLATFORM NO. 62147           ","UK","  ","    ","+58,000","+001,100","+0000.0","19890213","19960420"
"995110","99999","PLATFORM NO. 62125           ","US","  ","    ","+53,800","-003,500","+0000.0","19890317","20081231"
"995120","99999","PLATFORM NO. 62111           ","UK","  ","    ","+58,100","+000,400","+0000.0","19890814","20081231"
"995130","99999","PLATFORM NO. 62123           ","US","  ","    ","+56,400","+002,200","+0000.0","19890318","20080712"
"995140","99999","PLATFORM 62121               ","UK","  ","    ","+53,600","+002,800","+0000.0","19890814","20081231"
"995150","99999","PLATFORM NO. 62127           ","UK","  ","    ","+53,500","+002,200","+0000.0","19890814","20041230"
"995160","99999","SEAL ROCKS 55NM SOUTH OF VALD","US","  ","    ","+60,220","-146,830","+0000.0","19900821","20081231"
"995170","99999","PLATFORM NO. 63109           ","US","  ","    ","+59,350","+001,300","+0000.0","19900712","20041021"
"995180","99999","PLATFORM NO. 62141           ","US","  ","    ","+60,380","+001,050","+0000.0","19890814","20081231"
"995190","99999","PLATFORM NO. 62118           ","UK","  ","    ","+57,700","+000,900","+0000.0","19890814","20081231"
"995200","99999","ENVIRONM BUOY 62133          ","US","  ","    ","+57,100","+001,000","+0000.0","19890814","20081231"
"995210","99999","PLATFORM NO. 62129           ","US","  ","    ","+53,050","+002,117","+0000.0","19890814","20080430"
"995220","99999","PLATFORM 62120               ","UK","  ","    ","+56,400","+002,100","+0000.0","19890815","20081231"
"995230","99999","PLATFORM NO. 62122           ","US","  ","    ","+56,300","+002,010","+0000.0","19890814","20081029"
"995240","99999","PLATFORM NO. 62130           ","UK","  ","    ","+53,000","+001,700","+0000.0","19890804","20080213"
"995250","99999","PLATFORM NO. 63108           ","UK","  ","    ","+60,133","+001,700","+0000.0","19890814","20081231"
"995260","99999","ENVIRONM BUOY 62138          ","US","  ","    ","+58,300","-001,700","+0000.0","19891121","20081230"
"995270","99999","DATA BUOY 63104              ","UK","  ","    ","+61,200","+001,600","+0030.0","19890814","20081231"
"995280","99999","PLATFORM NO. 63101           ","UK","  ","    ","+61,117","+000,900","+0000.0","19890814","20081231"
"995290","99999","DATA BUOY 63110              ","UK","  ","    ","+59,500","+001,500","+0030.0","19890814","20081231"
"995300","99999","PLATFORM NO. 62114           ","US","  ","    ","+58,300","+001,000","+0000.0","19890808","20081231"
"995310","99999","PLATFORM NO. 63102           ","UK","  ","    ","+61,200","+001,100","+0000.0","19890324","20041217"
"995320","99999","PLATFORM NO. 62113           ","UK","  ","    ","+58,400","+000,300","+0000.0","19880904","20080913"
"995330","99999","PLATFORM NO. 62117           ","US","  ","    ","+57,920","+000,000","+0000.0","19890112","20081231"
"995340","99999","NICKERSON BANK               ","CA","  ","    ","+46,440","-053,390","+0003.0","19880915","20081231"
"995350","99999","PLATFORM NO. 44172           ","CA","  ","    ","+46,500","-048,400","+0000.0","19910813","20010912"
"995360","99999","ENVIRONM BUOY 62162          ","UK","  ","    ","+57,400","-000,500","+0000.0","19901017","20080219"
"995370","99999","MOORED BUOY 20106            ","PO","  ","    ","+41,700","-031,900","+0000.0","19890816","19940928"
"995380","99999","BUOY 62163 / BRITTANY        ","UK","  ","    ","+47,500","-008,500","+0000.0","19890305","20081231"
"995390","99999","HALIFAX HARBOR               ","CA","  ","    ","+44,500","-063,400","+0003.0","19890814","20081231"
"995400","99999","PLATFORM NO. 62150           ","US","  ","    ","+59,500","+001,400","+0000.0","19900921","20080206"
"995410","99999","MOORED BUOY 45134            ","CA","  ","    ","+42,400","-080,500","+0003.0","19920315","20020127"
"995420","99999","PLATFORM NO. 63106           ","UK","  ","    ","+53,500","+002,000","+0000.0","19890416","20081118"
"995430","99999","PLATFORM NO. 62143           ","UK","  ","    ","+58,300","+000,400","+0000.0","19900405","20081231"
"995440","99999","DATA BUOY 63105              ","UK","  ","    ","+61,000","+001,700","+0030.0","19880925","20081231"
"995450","99999","CANAVERAL 20 NM EAST OF CAPE ","US","  ","    ","+28,519","-080,166","+0000.0","19890814","20081231"
"995460","99999","CANAVERAL EAST 120NM EAST OF ","US","  ","    ","+28,900","-078,550","+0000.0","19890814","20081231"
"995470","99999","PENSACOLA - 115NM EAST SOUTHE","US","  ","    ","+28,800","-086,060","+0000.0","19890211","20081231"
"995480","99999","EAST SCOTIA SLOPE            ","CA","  ","    ","+42,260","-062,000","+0003.0","19890814","20081231"
"995490","99999","SW GRAND BANKS               ","CA","  ","    ","+44,260","-053,620","+0003.0","19891101","20081231"
"995500","99999","BANQUREAU BANKS              ","CA","  ","    ","+44,260","-057,080","+0003.0","19890814","20081231"
"995510","99999","PLATFORM NO. 62560           ","US","  ","    ","+43,000","-079,300","+0000.0","19890626","20081231"
"995520","99999","PLATFORM NO. 62561           ","FR","  ","    ","+29,200","-013,400","+0000.0","19890418","20081231"
"995530","99999","PLATFORM NO. 62562           ","FR","  ","    ","+48,033","-017,500","+0000.0","19890404","20041230"
"995540","99999","PLATFORM NO. 62563           ","US","  ","    ","+55,120","-006,600","+0000.0","19890125","20041229"
"995550","99999","PLATFORM NO. 62565           ","FR","  ","    ","+28,100","-015,100","+0000.0","19890609","20080112"
"995560","99999","PLATFORM NO. 62566           ","FR","  ","    ","+57,700","-015,000","+0000.0","19890407","20041230"
"995570","99999","PLATFORM NO. 62567           ","US","  ","    ","+42,400","-015,200","+0000.0","19890326","19980203"
"995580","99999","PLATFORM NO. 62568           ","FR","  ","    ","+30,300","-028,200","+0000.0","19910921","20041112"
"995590","99999","PLATFORM NO. 62569           ","FR","  ","    ","+30,400","-011,200","+0000.0","19890115","20080809"
"995600","99999","PLATFORM NO. 62570           ","US","  ","    ","+29,000","-014,117","+0000.0","19891104","19970604"
"995610","99999","PLATFORM NO. 62572           ","FR","  ","    ","+28,300","-015,200","+0000.0","19940827","20080312"
"995620","99999","PLATFORM NO. 62573           ","FR","  ","    ","+28,300","-014,600","+0000.0","19890103","20040830"
"995630","99999","ENVIRONM BUOY 62169          ","UK","  ","    ","+58,200","+000,033","+0000.0","19891003","20041231"
"995640","99999","PLATFORM NO. 62575           ","FR","  ","    ","+27,600","-016,100","+0000.0","19900728","20031130"
"995650","99999","PLATFORM NO. 62576           ","FR","  ","    ","+27,300","-018,100","+0000.0","19890304","20040704"
"995660","99999","PLATFORM NO. 62578           ","FR","  ","    ","+28,200","-015,100","+0000.0","19911229","20081210"
"995670","99999","PLATFORM NO. 62581           ","FR","  ","    ","+30,200","-013,000","+0000.0","19881221","20041017"
"995680","99999","PLATFORM NO. 62582           ","FR","  ","    ","+28,200","-015,000","+0000.0","19910104","20020714"
"995690","99999","PLATFORM NO. 62584           ","FR","  ","    ","+29,300","-014,200","+0000.0","19901115","19950401"
"995700","99999","GASCOGNE BUOY 62001          ","UK","  ","    ","+45,200","-005,000","+0000.0","19881211","20081231"
"995710","99999","ENVIRONM BUOY 44231          ","CA","  ","    ","+45,100","-055,800","+0000.0","19940406","19940406"
"995720","99999","ENVIRONM BUOY 62102          ","UK","  ","    ","+53,500","-019,400","+0000.0","19890814","20040703"
"995730","99999","ENVIRONM BUOY 62112          ","UK","  ","    ","+58,700","+001,300","+0000.0","19890903","20041215"
"995740","99999","ENVIRONM BUOY 62119          ","US","  ","    ","+57,000","+002,000","+0000.0","19890709","20081231"
"995750","99999","ENVIRONM BUOY 62128          ","UK","  ","    ","+53,400","+002,300","+0000.0","19890814","20081121"
"995760","99999","DATA BUOY 62166              ","UK","  ","    ","+57,200","+000,500","+0030.0","19890901","20081231"
"995770","99999","ENVIRONM BUOY 62414          ","UK","  ","    ","+53,833","+002,917","+0000.0","19890713","20080322"
"995780","99999","ENVIRONM BUOY 63103          ","UK","  ","    ","+61,100","+001,100","+0000.0","19890721","20081231"
"995790","99999","ENVIRONM BUOY 62551          ","  ","  ","    ","+24,300","-039,200","+0000.0","19920216","20081231"
"995800","99999","ENVIRONM BUOY 62552          ","  ","  ","    ","+24,200","-051,400","+0000.0","19910512","20081231"
"995810","99999","ENVIRONM BUOY 62553          ","  ","  ","    ","+22,400","-055,400","+0000.0","19890728","20081231"
"995820","99999","ENVIRONM BUOY 62554          ","SC","  ","    ","+17,500","-062,500","+0000.0","19930824","20081231"
"995830","99999","ENVIRONM BUOY 62555          ","  ","  ","    ","+31,200","-037,100","+0000.0","19951220","20081231"
"995840","99999","ENVIRONM BUOY 62556          ","US","  ","    ","+29,400","-025,920","+0000.0","19901107","20081229"
"995850","99999","DATA BUOY 62142              ","UK","  ","    ","+53,000","+002,100","+0030.0","19910730","20081231"
"995860","99999","ENVIRONM BUOY 62558          ","  ","  ","    ","+25,400","-037,600","+0000.0","19940801","20081231"
"995870","99999","DATA BUOY 62052              ","FR","  ","    ","+48,500","-005,600","+0003.0","19900117","20081231"
"995880","99999","ENVIRONM BUOY 62590          ","CF","  ","    ","-04,500","+011,500","+0003.0","19890907","20031208"
"995890","99999","ENVIRONM BUOY 62051          ","US","  ","    ","+53,500","-005,400","+0000.0","19910716","20081219"
"995900","99999","MOORED BUOY 44233            ","CA","  ","    ","+44,000","-050,000","+0000.0","19890723","19960813"
"995910","99999","W. TAMPA  106NM WEST NORTHWES","US","  ","    ","+28,510","-084,510","+0000.0","19890808","20081231"
"995920","99999","BUOY 62103 / CHANNEL LIGHTSHI","UK","  ","    ","+49,900","-002,900","+0000.0","19911214","20081231"
"995930","99999","ENVIRONM BUOY 62104          ","US","  ","    ","+50,417","+000,233","+0000.0","19900103","20041118"
"995940","99999","DATA BUOY 62144              ","UK","  ","    ","+53,400","+001,700","+0030.0","19901117","20081231"
"995950","99999","ENVIRONM BUOY 63115          ","UK","  ","    ","+58,400","-005,600","+0000.0","19900331","20081231"
"995960","99999","PRINCE EDWARD PT             ","CA","  ","    ","+43,790","-076,870","+0003.0","19911018","20081123"
"995970","99999","SLATE ISLAND                 ","CA","  ","    ","+48,530","-086,950","+0003.0","19960723","20081031"
