"USAF","WBAN","STATION_NAME","CTRY","ST","CALL,,"LAT","LNG","ELEV(M)","BEGIN","END"
"999999","04131","MOOSE 1 NNE                  ","US","WY","    ","+43,662","-110,712","+1970.8","20040630","20210422"
"999999","04133","HEBER CITY MUNI ARPT-RUSS MCD","US","UT","    ","+40,482","-111,429","+1718.2","20040702","20171012"
"999999","04134","GRANITE PEAK DUGWAY PROVING G","US","UT","KQCA","+40,161","-113,351","+1310.6","20060802","20210605"
"999999","04136","SPOKANE 17 SSW               ","US","WA","    ","+47,417","-117,526","+0691.0","20070801","20210422"
"999999","04137","DILLON 18 WSW                ","US","MT","    ","+45,158","-113,006","+1820.0","20070728","20210422"
"999999","04138","BRIGHAM CITY 28 WNW          ","US","UT","    ","+41,616","-112,544","+1509.1","20070819","20210422"
"999999","04139","DENIO 52 WSW                 ","US","NV","    ","+41,848","-119,636","+1981.2","20080616","20210422"
"999999","04140","LEWISTOWN 42 WSW             ","US","MT","    ","+46,885","-110,290","+1545.3","20080727","20210422"
"999999","04141","COOS BAY 8 SW                ","US","OR","    ","+43,272","-124,319","+0003.7","20080819","20210422"
"999999","04143","PROVO 22 E                   ","US","UT","    ","+40,282","-111,240","+2379.9","20100731","20140601"
"999999","04221","ROCHE HARBOR SEAPLANE BASE   ","US","WA","KW39","+48,608","-123,159","+0000.0","20040102","20041231"
"999999","04222","REDDING 12 WNW               ","US","CA","    ","+40,651","-122,607","+0432.2","20030326","20210422"
"999999","04223","DARRINGTON 21 NNE            ","US","WA","    ","+48,541","-121,446","+0124.1","20030403","20210422"
"999999","04236","CORVALLIS 10 SSW             ","US","OR","    ","+44,419","-123,326","+0095.1","20060914","20210422"
"999999","04237","QUINAULT 4 NE                ","US","WA","    ","+47,514","-123,812","+0087.2","20060909","20210422"
"999999","04725","BINGHAMTON BROOME COUNTY ARPT","US","NY","KBGM","+42,207","-075,980","+0499.3","19480101","19721231"
"999999","04726","JOHNSTOWN CAMBRIA COUNTY AP  ","US","PA","KJST","+40,316","-078,834","+0696.2","19480926","19510701"
"999999","04727","GENEVA SAMPSON AFB           ","US","NY","    ","+42,750","-076,900","+0187.1","19520102","19560624"
"999999","04728","NIAGARA FALLS                ","US","NY","E4C8","+37,864","-103,823","+1336.9","19520301","19540121"
"999999","04739","BELMAR ASC                   ","US","NJ","KBLM","+40,183","-074,067","+0025.9","19550101","19710801"
"999999","04741","SCHENECTADY                  ","US","NY","KSCH","+42,850","-073,950","+0115.2","19500101","19771201"
"999999","04751","BRADFORD REGIONAL AP         ","US","PA","KBFD","+41,800","-078,633","+0655.3","19570701","19721231"
"999999","04769","MAYNARD                      ","US","MA","    ","+42,417","-071,483","+0063.1","19581001","19710801"
"999999","04780","FITCHBURG MUNICIPAL AP       ","US","MA","KFIT","+42,552","-071,756","+0106.1","19550101","19591231"
"999999","04782","SCHENECTADY                  ","US","NY","    ","+42,833","-073,917","+0067.1","19611005","19620809"
"999999","04783","BELMAR MONMOUTH AAF          ","US","NJ","BLM ","+40,183","-074,117","+0050.0","19630101","19631129"
"999999","04854","GAYLORD OTSEGO COUNTY AP     ","US","MI","KGLR","+45,013","-084,701","+0404.8","19980302","20051231"
"999999","04856","SEUL CHOIX POINT             ","US","MI","KP75","+45,950","-086,230","+0178.0","19980902","20041231"
"999999","04990","SIOUX FALLS 14 NNE           ","US","SD","    ","+43,735","-096,622","+0485.9","20020728","20210422"
"999999","04994","GOODRIDGE 12 NNW             ","US","MN","    ","+48,306","-095,874","+0350.5","20030820","20210422"
"999999","10502","GEORGETOWN                   ","GY","  ","SYCJ","+06,500","-058,250","+0029.0","19490101","19490513"
"999999","10701","BALBOA ALBROOK               ","PM","  ","MBLB","+08,967","-079,550","+0009.1","19490101","19671230"
"999999","10715","COCO SOLO                    ","PM","  ","MBFS","+09,367","-079,900","+0004.0","19450501","19570718"
"999999","10718","FORT KOBBE                   ","PM","  ","MBHO","+08,917","-079,600","+0015.8","19541213","19680101"
"999999","10719","FORT SHERMAN                 ","PM","  ","MBFS","+09,367","-079,950","+0009.1","19650401","19710701"
"999999","11610","WALLER BWI                   ","TD","  ","    ","+10,617","-061,217","+0041.1","19490101","19491220"
"999999","11618","SAN JUAN NS                  ","RQ","  ","    ","+18,467","-066,117","+0013.1","19450301","19620501"
"999999","11621","TRINIDAD BWI                 ","TD","  ","MCGU","+10,683","-061,617","+0013.1","19450301","19550831"
"999999","11624","CHRISTIANSTED HAMILTON FIELD ","VQ","VI","TISX","+17,700","-064,813","+0016.8","19510301","19610701"
"999999","11630","ROOSEVELT ROADS              ","RQ","PR","TJNR","+18,255","-065,641","+0011.6","19470701","19721201"
"999999","11631","SAN JUAN CITY                ","RQ","  ","    ","+18,467","-066,100","+0014.9","19500301","19550524"
"999999","11637","PONCE SANTA ISABEL           ","RQ","  ","    ","+17,967","-066,400","+0009.1","19510301","19540401"
"999999","11639","VIEQUES ISLAND NS            ","RQ","  ","    ","+18,117","-065,383","+0002.1","19531001","19531120"
"999999","11640","CHARLOTTE AMALIE HARRY S TRUM","VQ","VI","TIST","+18,336","-064,980","+0003.4","19530101","19610701"
"999999","11641","SAN JUAN L M MARIN INTL AP   ","RQ","PR","TJSJ","+18,433","-066,011","+0002.4","19550524","19951231"
"999999","11644","ST LUCIA ISLAND              ","ST","  ","    ","+13,750","-060,983","+0099.1","19560801","19571003"
"999999","11647","ST JOHNS                     ","AC","  ","MKPA","+17,133","-061,783","+0018.9","19580101","19700213"
"999999","11650","SAN ISIDRO                   ","DR","  ","MSSO","+18,500","-069,750","+0035.1","19650514","19660918"
"999999","11704","KINGSTON                     ","JM","  ","MKJP","+17,900","-077,283","+0004.9","19490101","19490930"
"999999","11801","MERCEDES                     ","  ","  ","MNMG","+12,133","-086,200","+0063.1","19421001","19460529"
"999999","11803","CORINTO                      ","  ","  ","MNCT","+12,483","-087,183","+0004.0","19450401","19451201"
"999999","11806","PUERTO CASTILLA              ","HO","  ","MHCT","+16,017","-085,950","+0002.1","19450501","19451201"
"999999","11807","SWAN ISLAND                  ","HO","  ","MHIC","+17,400","-083,933","+0011.0","19480701","19490101"
"999999","11813","ROBERTS                      ","CJ","WI","MWCR","+19,300","-081,367","+0001.8","19660201","19721231"
"999999","12706","GREAT EXUMA ISLAND           ","BF","  ","MGTE","+23,517","-075,783","+0018.9","19450401","19450623"
"999999","12712","GOLD ROCK CREEK              ","BF","  ","MYGM","+26,617","-078,367","+0006.1","19510122","19701231"
"999999","12713","ELEUTHERA ISLAND             ","BF","  ","MYEM","+25,267","-076,300","+0010.1","19520201","19701231"
"999999","12714","GRAND TURK ISLAND            ","TK","  ","MBJT","+21,433","-071,133","+0003.0","19541115","19701231"
"999999","12715","MAYAGUAN                     ","BF","  ","    ","+22,367","-073,033","+0021.0","19550115","19571002"
"999999","12716","SAN SALVADOR                 ","BF","  ","MYSM","+24,067","-074,517","+0009.1","19550201","19641216"
"999999","12810","MACDILL AAF                  ","US","FL","KMCF","+27,850","-082,517","+0004.3","19710101","19710101"
"999999","12815","PINECASTLE AAF               ","US","FL","KMCO","+28,434","-081,325","+0032.3","19710101","19710101"
"999999","12826","HOMESTEAD AAF                ","US","FL","KHST","+25,483","-080,383","+0002.1","19710101","19710101"
"999999","12832","APALACHICOLA                 ","US","FL","KAAF","+29,733","-085,033","+0005.8","19480101","19490101"
"999999","12833","CROSS CITY AIRPORT           ","US","FL","KCTY","+29,633","-083,105","+0012.8","19490101","19550101"
"999999","12834","DAYTONA BEACH REGIONAL ARPT  ","US","FL","KDAB","+29,183","-081,048","+0012.5","19480101","19721231"
"999999","12835","FORT MYERS PAGE FIELD        ","US","FL","KFMY","+26,585","-081,861","+0005.5","19480101","19751231"
"999999","12836","KEY WEST INTL ARPT           ","US","FL","KEYW","+24,555","-081,752","+0006.4","19480101","19721231"
"999999","12838","MELBOURNE REGIONAL AP        ","US","FL","KMLB","+28,101","-080,644","+0008.2","19480101","19550101"
"999999","12839","MIAMI INTL AP                ","US","FL","KMIA","+25,791","-080,316","+0009.1","19480101","19721231"
"999999","12841","ORLANDO MUNICIPAL ARPT       ","US","FL","KORL","+28,545","-081,333","+0034.1","19500101","19721231"
"999999","12842","TAMPA INTL ARPT              ","US","FL","KTPA","+27,962","-082,540","+0003.4","19480101","19721231"
"999999","12843","VERO BEACH MUNICIPAL ARPT    ","US","FL","KVRB","+27,653","-080,243","+0008.5","19490114","19550101"
"999999","12844","WEST PALM BEACH INTL ARPT    ","US","FL","KPBI","+26,685","-080,099","+0006.4","19480101","19751231"
"999999","12846","DAYTONA BEACH NAS            ","US","FL","    ","+29,183","-081,067","+0018.9","19450201","19460201"
"999999","12847","DELAND NAS                   ","US","FL","    ","+29,083","-081,417","+0032.0","19450301","19460101"
"999999","12848","DINNER KEY NAF               ","US","FL","    ","+25,733","-080,233","+0004.0","19450309","19450501"
"999999","12849","FORT LAUDERDALE HOLLYWOOD INT","US","FL","KFLL","+26,072","-080,154","+0003.4","19460101","19461011"
"999999","12850","KEY WEST NAS                 ","US","FL","KNQX","+24,583","-081,683","+0007.3","19450301","19721231"
"999999","12851","MELBOURNE NAS                ","US","FL","    ","+28,100","-080,633","+0017.1","19450401","19460101"
"999999","12852","MIAMI MCAS                   ","US","FL","    ","+25,917","-080,283","+0007.9","19460101","19580801"
"999999","12853","RICHMOND NAS                 ","US","FL","    ","+25,617","-080,417","+0009.1","19450301","19451117"
"999999","12854","SANFORD AIRPORT              ","US","FL","KSFB","+28,780","-081,244","+0016.8","19450401","19680517"
"999999","12855","VERO BEACH NAS               ","US","FL","    ","+27,650","-080,417","+0015.8","19450201","19460401"
"999999","12857","SAN JULIAN                   ","CU","  ","MUSJ","+22,067","-084,150","+0017.1","19450301","19451201"
"999999","12858","KEY WEST WB CITY             ","US","FL","    ","+24,567","-081,800","+0007.9","19530701","19570701"
"999999","12863","BURRWOOD WB                  ","US","LA","    ","+28,967","-089,383","+0004.0","19560801","19650201"
"999999","12881","VALKARIA                     ","US","FL","    ","+27,950","-080,567","+0009.1","19620315","19670712"
"999999","12884","BOOTHVILLE                   ","US","LA","    ","+29,333","-089,408","+0000.9","19650201","20200618"
"999999","12889","BOMBING RANGE DETACHMENT ASTO","US","FL","    ","+29,143","-081,633","+0028.0","19960702","20031231"
"999999","12907","LAREDO AFB                   ","US","TX","KLRD","+27,533","-099,467","+0154.8","20040702","20081123"
"999999","12910","SAN MARCOS GARY AFB          ","US","TX","KRJO","+29,883","-097,867","+0178.0","19510501","19560816"
"999999","12911","RANDOLPH AFB                 ","US","TX","KRND","+29,533","-098,262","+0232.3","19710101","19710101"
"999999","12917","PORT ARTHUR JEFFERSON COUNTY ","US","TX","KBPT","+29,951","-094,021","+0004.9","19480701","19721231"
"999999","12918","HOUSTON WILLIAM P HOBBY AP   ","US","TX","KHOU","+29,638","-095,282","+0014.3","19480701","19690601"
"999999","12922","VICTORIA                     ","US","TX","    ","+28,783","-097,083","+0035.1","19480701","19610701"
"999999","12925","BEEVILLE CHASE NAAS          ","US","TX","KNIR","+28,367","-097,667","+0057.9","19450301","20041231"
"999999","12926","CORPUS CHRISTI NAS           ","US","TX","KNGP","+27,683","-097,283","+0005.8","19450301","19721231"
"999999","12927","HOUMA NAS                    ","US","LA","KHUM","+29,566","-090,660","+0003.0","19450301","20041231"
"999999","12928","KINGSVILLE                   ","US","TX","KNQI","+27,500","-097,817","+0017.7","19450301","19721231"
"999999","12930","NEW ORLEANS AUDUBON GOLF SITE","US","LA","    ","+29,917","-090,130","+0006.1","19480701","20031231"
"999999","12931","SAN ANTONIO BROOKS AFB       ","US","TX","BRX ","+29,350","-098,450","+0182.0","19490101","19600622"
"999999","12935","PALACIOS MUNICIPAL AP        ","US","TX","KPSX","+28,725","-096,254","+0004.6","19560101","19590101"
"999999","12945","DOWNTOWN                     ","US","TX","    ","+29,767","-095,367","+0015.9","20020902","20031231"
"999999","12946","CORPUS CHRISTI CABANISS NAAS ","US","TX","KNGW","+27,700","-097,433","+0009.1","19490201","20210605"
"999999","12947","COTULLA FAA AP               ","US","TX","KCOT","+28,457","-099,218","+0146.0","19491001","19550101"
"999999","12956","MATAGORDA ISLAND AF          ","US","TX","    ","+28,333","-096,450","+0002.1","19550808","19591224"
"999999","12957","PORT ISABEL CAMERON COUNTY AP","US","TX","KPIL","+26,166","-097,346","+0005.8","19571101","20041231"
"999999","12958","NEW ORLEANS ALVIN CALLENDER F","US","LA","KNBG","+29,817","-090,017","+0000.3","19580101","19721231"
"999999","12960","HOUSTON INTERCONTINENTAL AP  ","US","TX","KIAH","+29,980","-095,360","+0032.0","19690601","19721231"
"999999","12973","OUTLYING LANDING FIELD       ","US","TX","KNVT","+27,633","-097,317","+0007.6","19960702","20041231"
"999999","12987","EDINBURG 17 NNE              ","US","TX","    ","+26,526","-098,063","+0019.5","20040219","20210422"
"999999","12988","LAKE PALOURD BASE HELIPORT   ","US","LA","    ","+29,693","-091,099","+0001.5","20140801","20161104"
"999999","12989","CAMERON HELIPORT             ","US","LA","    ","+29,783","-093,300","+0000.9","20050601","20050912"
"999999","12990","GRAND ISLE (SAWRS)           ","US","LA","KGNI","+29,192","-090,075","+0002.1","20050601","20050712"
"999999","12991","GULF OF MEXICO               ","US","LA","    ","+28,517","-090,967","+0032.3","20050601","20050921"
"999999","13017","PORT LYAUTEY                 ","MO","  ","GMMP","+34,300","-006,600","+0011.9","19460101","19740131"
"999999","13021","EL DJEMA SAHIM               ","MO","  ","GDMS","+32,350","-008,783","       ","19520210","19530212"
"999999","13023","BEN GUERIR                   ","MO","  ","GBGY","+32,117","-007,883","+0448.1","19511122","19630501"
"999999","13025","ROTA NAS                     ","US","  ","LERT","+36,650","-006,350","+0027.1","19581001","19721231"
"999999","13301","CHILLICOTHE 22 ENE           ","US","MO","    ","+39,867","-093,147","+0253.9","20050611","20210422"
"999999","13601","BERMUDA                      ","BD","WI","TXKF","+32,367","-064,667","+0003.4","19720101","19721231"
"999999","13602","BERMUDA                      ","BD","  ","MYUN","+32,267","-064,850","+0013.1","19490101","19650531"
"999999","13710","WASHINGTON DC BOLLING FIELD A","US","MD","    ","+38,833","-077,017","+0018.0","19451101","19680830"
"999999","13711","LAURINBURG AAB               ","US","NC","    ","+34,783","-079,383","+0063.1","19510715","19510902"
"999999","13713","GOLDSBORO SEYMOUR JOHNSON AFB","US","NC","KGSB","+35,344","-077,965","+0033.5","19710101","19710101"
"999999","13721","PATUXENT RIVER NAS           ","US","MD","KNHK","+38,300","-076,417","+0012.2","19710101","19721231"
"999999","13723","GREENSBORO GREENSBORO-HIGH PO","US","NC","KGSO","+36,097","-079,943","+0270.1","19660101","19721231"
"999999","13724","ATLANTIC CITY MARINA         ","US","NJ","    ","+39,378","-074,424","+0003.1","19480101","20210605"
"999999","13725","BALTIMORE                    ","US","MD","    ","+39,250","-076,533","+0013.1","19450101","19490101"
"999999","13726","BLACKSTONE                   ","US","VA","    ","+37,067","-077,950","+0134.1","19490101","19590101"
"999999","13728","DANVILLE FAA AP              ","US","VA","KDAN","+36,573","-079,336","+0179.8","19490201","19550101"
"999999","13729","ELKINS ELKINS-RANDOLPH CO ARP","US","WV","KEKN","+38,885","-079,853","+0603.2","19480101","19721231"
"999999","13730","FREDERICK                    ","US","MD","KFDK","+39,417","-077,383","+0092.4","19480101","20041231"
"999999","13731","FRONT ROYAL                  ","US","VA","    ","+39,000","-078,233","+0207.9","19490101","19560208"
"999999","13732","GORDONSVILLE FAA AP          ","US","VA","    ","+38,067","-078,150","+0135.0","19490101","19610420"
"999999","13733","LYNCHBURG MUNICIPAL ARPT     ","US","VA","KLYH","+37,321","-079,207","+0285.9","19480101","19721231"
"999999","13734","MARTINSBURG EASTERN WV REG AP","US","WV","KMRB","+39,402","-077,984","+0162.8","19490101","19650101"
"999999","13735","MILLVILLE MUNICIPAL AP       ","US","NJ","KMIV","+39,367","-075,067","+0023.2","19490101","19611001"
"999999","13736","MORGANTOWN MUNICIPAL AP      ","US","WV","KMGW","+39,643","-079,916","+0381.9","19490201","19550101"
"999999","13737","NORFOLK REGIONAL ARPT        ","US","VA","KORF","+36,903","-076,192","+0009.1","19480101","19721231"
"999999","13738","PETERSBURG                   ","US","WV","    ","+39,000","-079,117","+0307.8","19480101","19540501"
"999999","13739","PHILADELPHIA INTERNATIONAL AP","US","PA","KPHL","+39,868","-075,231","+0008.5","19410101","19721231"
"999999","13740","RICHMOND INTL AP             ","US","VA","KRIC","+37,505","-077,320","+0049.7","19480101","19721231"
"999999","13741","ROANOKE WOODRUM ARPT         ","US","VA","KROA","+37,317","-079,974","+0358.4","19480101","19721231"
"999999","13742","URBANNA                      ","US","VA","    ","+37,633","-076,567","+0009.1","19480101","19510331"
"999999","13743","WASHINGTON D C WASHNGTN-HOOVE","US","VA","KDCA","+38,848","-077,034","+0019.8","19700101","19721231"
"999999","13744","FLORENCE CITY COUNTY AP      ","US","SC","KFLO","+34,185","-079,724","+0046.0","19480101","19650401"
"999999","13745","HATTERAS                     ","US","NC","    ","+35,217","-075,683","+0003.0","19480101","19570301"
"999999","13746","ROCKY MOUNT                  ","US","NC","RMT ","+35,967","-077,800","+0025.9","19490101","19550101"
"999999","13747","WARRENTON WB AP              ","US","NC","    ","+36,417","-078,150","+0132.0","19480101","19480910"
"999999","13748","WILMINGTON                   ","US","NC","KILM","+34,268","-077,900","+0011.6","19480101","19721231"
"999999","13749","FREDERICK AF                 ","US","MD","    ","+39,433","-077,450","+0100.0","19490101","19550429"
"999999","13750","NORFOLK NAS                  ","US","VA","KNGU","+36,950","-076,283","+0004.9","19450201","19721231"
"999999","13751","ANACOSTIA NAS                ","US","MD","NDV ","+38,850","-077,033","+0015.8","19450301","19611031"
"999999","13752","U.S. NAVAL ACADEMY           ","US","MD","    ","+38,991","-076,489","+0001.8","19450301","20210606"
"999999","13753","ATLANTIC CITY NAS            ","US","NJ","    ","+39,450","-074,583","+0020.1","19450201","19580616"
"999999","13754","CHERRY POINT MCAS            ","US","NC","KNKT","+34,900","-076,883","+0008.8","19450301","19721231"
"999999","13755","CHINCOTEAGUE NAS             ","US","VA","K0W8","+37,933","-075,433","+0014.9","19450301","19590316"
"999999","13756","CAPE MAY NAS                 ","US","NJ","KN91","+38,950","-074,883","+0004.9","19450201","19460501"
"999999","13758","CHARLESTON NAS               ","US","SC","KCLX","+32,850","-079,933","+0002.1","19450301","19450807"
"999999","13759","CREEDS NAAS                  ","US","VA","    ","+36,617","-076,017","+0011.0","19450301","19451015"
"999999","13760","DAHLGREN WEAPONS LAB         ","US","VA","    ","+38,333","-077,033","+0006.1","19450301","19591115"
"999999","13762","FENTRESS NAAS                ","US","VA","KNFE","+36,695","-076,136","+0004.9","19450301","20041231"
"999999","13763","FRANKLIN NAAS                ","US","VA","KFKN","+36,698","-076,903","+0012.5","19450301","19451231"
"999999","13766","MANTEO NAAS                  ","US","NC","KMQI","+35,917","-075,700","+0004.3","19450301","20041231"
"999999","13769","OCEANA NAS                   ","US","VA","KNTU","+36,817","-076,033","+0006.7","19450301","19721231"
"999999","13771","PHILADELPHIA NAAS            ","US","PA","MUV ","+39,883","-075,167","+0006.1","19450201","19610929"
"999999","13773","QUANTICO MCAS                ","US","VA","KNYG","+38,500","-077,300","+0003.7","19450201","19721231"
"999999","13774","WEEKSVILLE NAF               ","US","NC","    ","+36,250","-076,133","+0007.0","19520501","19570628"
"999999","13775","WILDWOOD NAS                 ","US","NJ","    ","+38,983","-074,917","+0017.1","19450201","19451208"
"999999","13776","LUMBERTON MUNICIPAL AP       ","US","NC","KLBT","+34,608","-079,059","+0038.4","19490101","19550101"
"999999","13777","BALTIMORE CUSTOM HOUSE       ","US","MD","    ","+39,283","-076,617","+0004.3","19960702","20031231"
"999999","13781","WILMINGTON DUPONT AP         ","US","DE","KILG","+39,673","-075,601","+0024.4","19480101","19721231"
"999999","13782","CUSTOM HOUSE (CITY OFC)      ","US","SC","    ","+32,775","-079,924","+0003.1","20050101","20210605"
"999999","13786","ELIZABETH CITY MUNICIPAL AP  ","US","NC","KECG","+36,261","-076,175","+0004.0","19710101","19981231"
"999999","13806","FORT CAMPBELL AAF            ","US","KY","KHOP","+36,667","-087,483","+0174.7","19710101","19710101"
"999999","13812","LOCKBOURNE                   ","US","OH","KLCK","+39,817","-082,933","+0226.8","19710101","20041231"
"999999","13815","ALBANY NAVAL AIR STN         ","US","GA","    ","+31,583","-084,117","+0066.1","19720101","19721231"
"999999","13822","GREENVILLE DONALDSON AFB     ","US","SC","    ","+34,767","-082,383","+0298.1","19490101","19630430"
"999999","13825","COLUMBUS AAF                 ","US","MS","KCBM","+33,650","-088,450","+0066.8","19710101","19710101"
"999999","13829","FORT BENNING LAWSON          ","US","GA","KLSF","+32,350","-085,000","+0070.7","19710101","19710101"
"999999","13839","DOTHAN REGIONAL AP           ","US","AL","KDHN","+31,317","-085,450","+0107.6","20010602","20051231"
"999999","13853","SAVANNAH CHATHAM FIELD AAF   ","US","GA","    ","+32,133","-081,200","+0015.8","19490520","19501001"
"999999","13855","TULLAHOMA AEDC SITE          ","US","TN","    ","+35,383","-086,233","+0328.9","19630101","19690801"
"999999","13864","MARIETTA DOBBINS AAF         ","US","GA","KMGE","+33,917","-084,517","+0325.5","19710101","19710101"
"999999","13865","MERIDIAN KEY FIELD           ","US","MS","KMEI","+32,335","-088,744","+0094.5","19480701","19721231"
"999999","13866","CHARLESTON KANAWHA ARPT      ","US","WV","KCRW","+38,379","-081,590","+0299.3","19490201","19721231"
"999999","13867","PARKERSBURG WSO              ","US","WV","PKB ","+39,267","-081,567","+0187.5","19480101","19550101"
"999999","13868","PULASKI                      ","US","VA","KPSK","+37,133","-080,683","+0641.6","19490101","19550101"
"999999","13869","ALBANY MUNICIPAL AP          ","US","GA","KABY","+31,536","-084,194","+0058.8","19480101","19550101"
"999999","13870","ALMA BACON COUNTY AP         ","US","GA","KAMG","+31,536","-082,507","+0062.8","19490101","19590101"
"999999","13871","ANNISTON CALHOUN CO AP       ","US","AL","KANB","+33,587","-085,856","+0182.9","19480101","19550501"
"999999","13873","ATHENS MUNICIPAL ARPT        ","US","GA","KAHN","+33,948","-083,328","+0244.4","19550901","19721231"
"999999","13874","ATLANTA HARTSFIELD INTL AP   ","US","GA","KATL","+33,630","-084,442","+0312.7","19450101","19721231"
"999999","13876","BIRMINGHAM MUNICIPAL AP      ","US","AL","KBHM","+33,566","-086,745","+0192.0","19480101","19721231"
"999999","13877","BRISTOL TRI CITY AIRPORT     ","US","TN","KTRI","+36,473","-082,404","+0464.8","19480101","19721231"
"999999","13878","BRUNSWICK MALCOLM MCKINNON AP","US","GA","KSSI","+31,152","-081,391","+0007.3","19481201","19550101"
"999999","13880","CHARLESTON                   ","US","SC","KCHS","+32,899","-080,040","+0014.6","19710101","19721231"
"999999","13881","CHARLOTTE DOUGLAS MUNICIPAL A","US","NC","KCLT","+35,224","-080,955","+0234.4","19480101","19721231"
"999999","13882","CHATTANOOGA LOVELL FIELD AP  ","US","TN","KCHA","+35,031","-085,201","+0209.7","19480101","19721231"
"999999","13883","COLUMBIA METRO ARPT          ","US","SC","KCAE","+33,942","-081,118","+0068.6","19480101","19721231"
"999999","13884","CRESTVIEW BOB SIKES AP       ","US","FL","KCEW","+30,780","-086,523","+0056.4","19480101","19550101"
"999999","13885","EVERGREEN INTERMEDIATE FLD   ","US","AL","EVR ","+31,417","-087,033","+0078.0","19491201","19550101"
"999999","13889","JACKSONVILLE IMESON          ","US","FL","KJAX","+30,495","-081,694","+0009.8","19660101","19721231"
"999999","13891","KNOXVILLE MCGHEE TYSON AP    ","US","TN","KTYS","+35,818","-083,986","+0298.7","19650101","19721231"
"999999","13893","MEMPHIS MUNICIPAL ARPT       ","US","TN","KMEM","+35,056","-089,987","+0101.2","19480101","19721231"
"999999","13894","MOBILE REGIONAL AP           ","US","AL","KMOB","+30,688","-088,246","+0067.4","19480101","19721231"
"999999","13895","MONTGOMERY DANNELLY FIELD    ","US","AL","KMGM","+32,300","-086,408","+0061.6","19480101","19721231"
"999999","13896","MUSCLE SHOALS REGIONAL AP    ","US","AL","KMSL","+34,744","-087,600","+0171.3","19481201","19550101"
"999999","13897","NASHVILLE BERRY FIELD        ","US","TN","KBNA","+36,119","-086,689","+0184.4","19480101","19721231"
"999999","13899","PENSACOLA REGIONAL AP        ","US","FL","KPNS","+30,478","-087,187","+0036.0","19481231","19721231"
"999999","13902","ALTUS AAF                    ","US","OK","KLTS","+34,650","-099,267","+0421.2","19710101","19710101"
"999999","13904","AUSTIN BERGSTROM AFB         ","US","TX","KAUS","+30,183","-097,680","+0150.9","19490101","19710101"
"999999","13905","BRYAN AFB                    ","US","TX","    ","+30,667","-096,550","+0084.1","19480701","19580612"
"999999","13907","DALLAS HENSLEY FIELD AFB     ","US","TX","    ","+32,750","-096,967","+0149.0","19490101","19520421"
"999999","13910","ABILENE DYESS AAF            ","US","TX","KDYS","+32,433","-099,850","+0545.3","19710101","19710101"
"999999","13919","OKLAHOMA CITY TINKER AAF     ","US","OK","KTIK","+35,417","-097,383","+0393.5","19710101","19710101"
"999999","13920","FORBES FIELD AAF             ","US","KS","KFOE","+38,950","-095,664","+0328.9","19710101","19710101"
"999999","13928","WACO JAMES CONNALLY AFB      ","US","TX","    ","+31,633","-097,067","+0153.0","19490101","19680831"
"999999","13930","WHITEMAN AAF                 ","US","MO","KSZL","+38,717","-093,550","+0265.5","19710101","19710101"
"999999","13935","ESLER FIELD AAF              ","US","LA","KESF","+31,393","-092,296","+0036.0","19600201","19721231"
"999999","13941","LAKE CHARLES WB AIRP         ","US","LA","KCWF","+30,210","-093,143","+0005.2","19480701","19630401"
"999999","13942","MONROE SELMAN FIELD          ","US","LA","KMLU","+32,516","-092,041","+0024.7","19560101","19590101"
"999999","13944","BARKSDALE AFB                ","US","LA","KBAD","+32,500","-093,667","+0050.6","19710101","19710101"
"999999","13945","FORT SILL POST FIELD AF      ","US","OK","KFSI","+34,650","-098,400","+0362.1","19710101","19710101"
"999999","13956","JACKSON 4 NW                 ","US","MS","    ","+32,333","-090,233","+0098.1","19480701","19630708"
"999999","13957","SHREVEPORT REGIONAL ARPT     ","US","LA","KSHV","+32,447","-093,824","+0078.9","19480701","19721231"
"999999","13958","AUSTIN MUELLER MUNICIPAL AP  ","US","TX","KATT","+30,321","-097,760","+0200.6","19480701","19721231"
"999999","13959","WACO RICH FIELD              ","US","TX","KACT","+31,619","-097,228","+0154.8","19690101","19721231"
"999999","13963","LITTLE ROCK ADAMS FIELD      ","US","AR","KLIT","+34,727","-092,239","+0078.3","19480701","19741231"
"999999","13965","ARDMORE INTERMEDIATE FLD     ","US","OK","    ","+34,300","-097,150","+0264.0","19480701","19550101"
"999999","13966","WICHITA FALLS MUNICIPAL ARPT ","US","TX","KSPS","+33,979","-098,493","+0313.9","19650101","19721231"
"999999","13967","OKLAHOMA CITY WILL ROGERS FIE","US","OK","KOKC","+35,389","-097,601","+0397.5","19650101","19721231"
"999999","13970","BATON ROUGE RYAN ARPT        ","US","LA","KBTR","+30,537","-091,147","+0023.2","19480701","19721231"
"999999","13971","HARRISON FAA AP              ","US","AR","KHRO","+36,267","-093,157","+0422.1","19670101","19690101"
"999999","13972","TYLER POUNDS FIELD           ","US","TX","KTYR","+32,354","-095,403","+0167.9","19480701","19991231"
"999999","13973","JUNCTION                     ","US","TX","KJCT","+30,511","-099,766","+0533.1","19480701","19690131"
"999999","13976","LAFAYETTE REGIONAL AP        ","US","LA","KLFT","+30,205","-091,988","+0012.8","19560101","19590101"
"999999","13978","GREENWOOD MUNICIPAL AP       ","US","MS","KGWO","+33,496","-090,087","+0040.5","19490101","19550101"
"999999","13979","VICKSBURG OLD                ","US","MS","    ","+32,400","-090,783","+0036.9","19490101","19500601"
